Value Set Name,Code,CodeSystem
Country,NP,ISO3166_1
Country,NL,ISO3166_1
Country,AN,ISO3166_1
Country,NC,ISO3166_1
Country,NZ,ISO3166_1
Country,NI,ISO3166_1
Country,NE,ISO3166_1
Country,NG,ISO3166_1
Country,NU,ISO3166_1
Country,NF,ISO3166_1
Country,MP,ISO3166_1
Country,NO,ISO3166_1
Country,OM,ISO3166_1
Country,PK,ISO3166_1
Country,PW,ISO3166_1
Country,PS,ISO3166_1
Country,PA,ISO3166_1
Country,PG,ISO3166_1
Country,PY,ISO3166_1
Country,PE,ISO3166_1
Country,PH,ISO3166_1
Country,PN,ISO3166_1
Country,PL,ISO3166_1
Country,PT,ISO3166_1
Country,PR,ISO3166_1
Country,QA,ISO3166_1
Country,RE,ISO3166_1
Country,RO,ISO3166_1
Country,RU,ISO3166_1
Country,RW,ISO3166_1
Country,SH,ISO3166_1
Country,KN,ISO3166_1
Country,LC,ISO3166_1
Country,PM,ISO3166_1
Country,VC,ISO3166_1
Country,WS,ISO3166_1
Country,SM,ISO3166_1
Country,ST,ISO3166_1
Country,SA,ISO3166_1
Country,SN,ISO3166_1
Country,RS,ISO3166_1
Country,SC,ISO3166_1
Country,SL,ISO3166_1
Country,SG,ISO3166_1
Country,SK,ISO3166_1
Country,SI,ISO3166_1
Country,SB,ISO3166_1
Country,SO,ISO3166_1
Country,ZA,ISO3166_1
Country,GS,ISO3166_1
Country,ES,ISO3166_1
Country,LK,ISO3166_1
Country,SD,ISO3166_1
Country,SR,ISO3166_1
Country,SJ,ISO3166_1
Country,SZ,ISO3166_1
Country,SE,ISO3166_1
Country,CH,ISO3166_1
Country,SY,ISO3166_1
Country,TW,ISO3166_1
Country,TJ,ISO3166_1
Country,TZ,ISO3166_1
Country,TH,ISO3166_1
Country,TL,ISO3166_1
Country,TG,ISO3166_1
Country,TK,ISO3166_1
Country,TO,ISO3166_1
Country,TT,ISO3166_1
Country,TN,ISO3166_1
Country,TR,ISO3166_1
Country,TM,ISO3166_1
Country,TC,ISO3166_1
Country,TV,ISO3166_1
Country,UG,ISO3166_1
Country,UA,ISO3166_1
Country,AE,ISO3166_1
Country,GB,ISO3166_1
Country,US,ISO3166_1
Country,UM,ISO3166_1
Country,UY,ISO3166_1
Country,UZ,ISO3166_1
Country,VU,ISO3166_1
Country,VE,ISO3166_1
Country,VN,ISO3166_1
Country,VG,ISO3166_1
Country,VI,ISO3166_1
Country,WF,ISO3166_1
Country,EH,ISO3166_1
Country,YE,ISO3166_1
Country,ZM,ISO3166_1
Country,ZW,ISO3166_1
Ethnicity,H,HL70189
Ethnicity,N,HL70189
Ethnicity,U,HL70189
PCR Commercial Conclusion result,260373001,SCT
PCR Commercial Conclusion result,419984006,SCT
PCR Commercial Conclusion result,260415000,SCT
PCR Commercial Conclusion result,125154007,SCT
PCR Commercial Conclusion result,720735008,SCT
PCR Commercial Conclusion result,455371000124106,SCT
PCR Commercial Conclusion result,10828004,SCT
PCR Commercial Conclusion result,260385009,SCT
IA result,10828004,SCT
IA result,260408008,SCT
IA result,260385009,SCT
IA result,82334004,SCT
IA result,42425007,SCT
Respiratory pathogen PCR,840533007,SCT
Symptom,49727002,SCT
Symptom,426000000,SCT
Symptom,267036007,SCT
Symptom,84229001,SCT
Symptom,25064002,SCT
Symptom,62315008,SCT
Symptom,103001002,SCT
Symptom,43724002,SCT
Symptom,230145002,SCT
Symptom,68962001,SCT
Symptom,36955009,SCT
Symptom,44169009,SCT
Symptom,162397003,SCT
Symptom,68235000,SCT
Symptom,64531003,SCT
Symptom,422587007,SCT
Respiratory pathogen PCR,716254000,SCT
Respiratory pathogen PCR,716255004,SCT
Respiratory viruses,716255004,SCT
Respiratory viruses,49872002,SCT
SARS-CoV-2 variant lineage,OTH,NULLFL
Flu A H subtype,260415000,SCT
Respiratory viruses,57421000284105,SCT
Gastrointestinal pathogens,61221000284108,SCT
Gastrointestinal pathogens,33160002,SCT
Gastrointestinal pathogens,35408001,SCT
Gastrointestinal pathogens,83821001,SCT
Gastrointestinal pathogens,103561005,SCT
Gastrointestinal pathogens,4716008,SCT
Gastrointestinal pathogens,407166006,SCT
Gastrointestinal pathogens,116394005,SCT
Gastrointestinal pathogens,116397003,SCT
Gastrointestinal pathogens,83285000,SCT
Gastrointestinal pathogens,116396007,SCT
Gastrointestinal pathogens,78181009,SCT
Gastrointestinal pathogens,407359000,SCT
Gastrointestinal pathogens,38643006,SCT
Gastrointestinal pathogens,416138003,SCT
Gastrointestinal pathogens,27268008,SCT
Gastrointestinal pathogens,407362002,SCT
Gastrointestinal pathogens,838549008,SCT
Gastrointestinal pathogens,34872001,SCT
Gastrointestinal pathogens,75953000,SCT
Gastrointestinal pathogens,65255000,SCT
Gastrointestinal pathogens,260415000,SCT
Gastrointestinal pathogens,455371000124106,SCT
Gastrointestinal pathogens,373121007,SCT
Respiratory viruses,423043004,SCT
Respiratory viruses,422793002,SCT
Respiratory viruses,422982005,SCT
Respiratory viruses,428234001,SCT
Respiratory viruses,34561000284106,SCT
Respiratory viruses,34631000284102,SCT
Respiratory viruses,34711000284104,SCT
Respiratory viruses,43801000284106,SCT
Respiratory viruses,33101000284104,SCT
Respiratory viruses,33111000284102,SCT
Respiratory viruses,43741000284104,SCT
Respiratory viruses,43751000284101,SCT
Respiratory viruses,4821000284108,SCT
Respiratory viruses,33211000284108,SCT
Respiratory viruses,33231000284102,SCT
Respiratory viruses,43761000284103,SCT
Respiratory viruses,43791000284107,SCT
Respiratory viruses,43811000284108,SCT
Respiratory viruses,43781000284105,SCT
Respiratory pathogen PCR,423043004,SCT
Respiratory pathogen PCR,422793002,SCT
Respiratory pathogen PCR,422982005,SCT
Respiratory pathogen PCR,428234001,SCT
Respiratory pathogen PCR,34561000284106,SCT
Respiratory pathogen PCR,34631000284102,SCT
Respiratory pathogen PCR,34711000284104,SCT
Respiratory pathogen PCR,43801000284106,SCT
Respiratory pathogen PCR,33101000284104,SCT
Respiratory pathogen PCR,33111000284102,SCT
Respiratory pathogen PCR,43741000284104,SCT
Respiratory pathogen PCR,43751000284101,SCT
Respiratory pathogen PCR,4821000284108,SCT
Respiratory pathogen PCR,33211000284108,SCT
Respiratory pathogen PCR,33231000284102,SCT
Respiratory pathogen PCR,43761000284103,SCT
Respiratory pathogen PCR,43791000284107,SCT
Respiratory pathogen PCR,43811000284108,SCT
Respiratory pathogen PCR,43781000284105,SCT
Flu A H subtype,66661000284106,SCT
Results PLT171,66661000284106,SCT
Results PLT196,66661000284106,SCT
Target PCR result,455371000124106,SCT
Respiratory viruses,3551000284101,SCT
Respiratory viruses,191000284100,SCT
Respiratory viruses,453931000124108,SCT
Respiratory viruses,211000284101,SCT
Respiratory viruses,438391000124101,SCT
Respiratory viruses,1441000284102,SCT
Respiratory viruses,43741000284104,SCT
Respiratory viruses,2491000284101,SCT
Respiratory viruses,43751000284101,SCT
Respiratory viruses,43761000284103,SCT
Respiratory viruses,43771000284108,SCT
Respiratory viruses,43781000284105,SCT
Respiratory viruses,43791000284107,SCT
Respiratory viruses,43801000284106,SCT
Respiratory viruses,43811000284108,SCT
Respiratory viruses,43821000284104,SCT
Respiratory viruses,43831000284102,SCT
Respiratory viruses,43841000284109,SCT
Respiratory viruses,43851000284107,SCT
Respiratory viruses,33101000284104,SCT
Respiratory viruses,33111000284102,SCT
Respiratory viruses,43881000284103,SCT
Respiratory viruses,43891000284101,SCT
Respiratory viruses,43901000284100,SCT
Respiratory viruses,43911000284103,SCT
Respiratory viruses,33211000284108,SCT
Respiratory viruses,33221000284104,SCT
Respiratory viruses,33231000284102,SCT
Respiratory viruses,43961000284101,SCT
Respiratory viruses,44051000284101,SCT
Respiratory viruses,44061000284103,SCT
Respiratory viruses,44071000284108,SCT
Respiratory viruses,44081000284105,SCT
Respiratory viruses,44091000284107,SCT
Respiratory viruses,44101000284101,SCT
Respiratory viruses,44111000284104,SCT
Respiratory viruses,44121000284108,SCT
Respiratory viruses,44131000284105,SCT
Respiratory viruses,44141000284103,SCT
Respiratory viruses,44151000284100,SCT
Respiratory viruses,44161000284102,SCT
Respiratory viruses,44171000284107,SCT
Respiratory viruses,44181000284109,SCT
Respiratory viruses,44191000284106,SCT
Respiratory viruses,44201000284108,SCT
Respiratory viruses,44211000284105,SCT
Respiratory viruses,44221000284101,SCT
Respiratory viruses,44231000284104,SCT
Respiratory viruses,44241000284106,SCT
Respiratory viruses,44251000284109,SCT
Respiratory viruses,44261000284107,SCT
Respiratory viruses,44271000284102,SCT
Respiratory viruses,44281000284100,SCT
Respiratory viruses,44291000284103,SCT
Respiratory viruses,44301000284104,SCT
Respiratory viruses,44311000284102,SCT
Respiratory viruses,44321000284106,SCT
Respiratory viruses,44331000284108,SCT
Respiratory viruses,44341000284101,SCT
Respiratory viruses,44351000284103,SCT
Respiratory viruses,44361000284100,SCT
Respiratory viruses,44371000284105,SCT
Respiratory viruses,44381000284107,SCT
Respiratory viruses,44391000284109,SCT
Respiratory viruses,44401000284107,SCT
Respiratory viruses,44411000284109,SCT
Respiratory viruses,44421000284100,SCT
Respiratory viruses,44431000284103,SCT
Respiratory viruses,44441000284105,SCT
Respiratory viruses,44451000284108,SCT
Respiratory viruses,44461000284106,SCT
Respiratory viruses,44471000284101,SCT
Respiratory viruses,44481000284104,SCT
Respiratory viruses,44491000284102,SCT
Respiratory viruses,44501000284106,SCT
Respiratory viruses,44511000284108,SCT
Respiratory viruses,44521000284104,SCT
Respiratory viruses,44531000284102,SCT
Respiratory viruses,44541000284109,SCT
Respiratory viruses,44551000284107,SCT
Respiratory viruses,44561000284105,SCT
Respiratory viruses,44571000284100,SCT
Respiratory viruses,44581000284103,SCT
Respiratory viruses,44591000284101,SCT
Respiratory viruses,44601000284105,SCT
Respiratory viruses,44611000284107,SCT
Respiratory viruses,44621000284103,SCT
Respiratory viruses,44631000284101,SCT
Respiratory viruses,44641000284108,SCT
Respiratory viruses,44651000284106,SCT
Respiratory viruses,44661000284109,SCT
Respiratory viruses,44671000284104,SCT
Respiratory viruses,44681000284102,SCT
Respiratory viruses,44691000284100,SCT
Respiratory viruses,44701000284100,SCT
Respiratory viruses,44711000284103,SCT
Respiratory viruses,44721000284107,SCT
Respiratory viruses,44731000284109,SCT
Respiratory viruses,44741000284102,SCT
Respiratory viruses,44751000284104,SCT
Flu viruses,111000284107,SCT
Flu viruses,121000284103,SCT
Flu viruses,131000284101,SCT
Flu viruses,141000284108,SCT
Flu viruses,151000284106,SCT
Flu viruses,161000284109,SCT
Flu viruses,41000284101,SCT
Flu viruses,81000284107,SCT
Flu viruses,191000284100,SCT
Flu viruses,61000284100,SCT
Flu viruses,1441000284102,SCT
Flu A H subtype,111000284107,SCT
Flu A H subtype,121000284103,SCT
Flu A H subtype,131000284101,SCT
Flu A H subtype,141000284108,SCT
Flu A H subtype,151000284106,SCT
Flu A H subtype,161000284109,SCT
Flu A H subtype,41000284101,SCT
Flu A H subtype,81000284107,SCT
Flu A H subtype,191000284100,SCT
Flu A H subtype,61000284100,SCT
Flu A H subtype,1441000284102,SCT
Flu A H subtype,1591000284106,SCT
Respiratory pathogen PCR,3551000284101,SCT
Respiratory pathogen PCR,4561000284100,SCT
Respiratory pathogen PCR,4571000284105,SCT
Respiratory pathogen PCR,4501000284104,SCT
Respiratory pathogen PCR,4511000284102,SCT
Respiratory pathogen PCR,4521000284106,SCT
Respiratory pathogen PCR,4611000284103,SCT
Respiratory pathogen PCR,4581000284107,SCT
Respiratory pathogen PCR,4591000284109,SCT
Respiratory pathogen PCR,4601000284100,SCT
Respiratory pathogen PCR,4531000284108,SCT
Respiratory pathogen PCR,4541000284101,SCT
Respiratory pathogen PCR,4551000284103,SCT
Respiratory pathogen PCR,43741000284104,SCT
Respiratory pathogen PCR,43751000284101,SCT
Respiratory pathogen PCR,43761000284103,SCT
Respiratory pathogen PCR,43781000284105,SCT
Respiratory pathogen PCR,43791000284107,SCT
Respiratory pathogen PCR,43801000284106,SCT
Respiratory pathogen PCR,43811000284108,SCT
Respiratory pathogen PCR,43821000284104,SCT
Respiratory pathogen PCR,43831000284102,SCT
Respiratory pathogen PCR,43841000284109,SCT
Respiratory pathogen PCR,43851000284107,SCT
Respiratory pathogen PCR,33101000284104,SCT
Respiratory pathogen PCR,33111000284102,SCT
Respiratory pathogen PCR,43881000284103,SCT
Respiratory pathogen PCR,43891000284101,SCT
Respiratory pathogen PCR,43901000284100,SCT
Respiratory pathogen PCR,43911000284103,SCT
Respiratory pathogen PCR,33211000284108,SCT
Respiratory pathogen PCR,33221000284104,SCT
Respiratory pathogen PCR,33231000284102,SCT
Respiratory pathogen PCR,43961000284101,SCT
Respiratory pathogen PCR,44051000284101,SCT
Respiratory pathogen PCR,44061000284103,SCT
Respiratory pathogen PCR,44071000284108,SCT
Respiratory pathogen PCR,44081000284105,SCT
Respiratory pathogen PCR,44091000284107,SCT
Respiratory pathogen PCR,44101000284101,SCT
Respiratory pathogen PCR,44111000284104,SCT
Respiratory pathogen PCR,44121000284108,SCT
Respiratory pathogen PCR,44131000284105,SCT
Respiratory pathogen PCR,44141000284103,SCT
Respiratory pathogen PCR,44151000284100,SCT
Respiratory pathogen PCR,44161000284102,SCT
Respiratory pathogen PCR,44171000284107,SCT
Respiratory pathogen PCR,44181000284109,SCT
Respiratory pathogen PCR,44191000284106,SCT
Respiratory pathogen PCR,44201000284108,SCT
Respiratory pathogen PCR,44211000284105,SCT
Respiratory pathogen PCR,44221000284101,SCT
Respiratory pathogen PCR,44231000284104,SCT
Respiratory pathogen PCR,44241000284106,SCT
Respiratory pathogen PCR,44251000284109,SCT
Respiratory pathogen PCR,44261000284107,SCT
Respiratory pathogen PCR,44271000284102,SCT
Respiratory pathogen PCR,44281000284100,SCT
Respiratory pathogen PCR,44291000284103,SCT
Respiratory pathogen PCR,44301000284104,SCT
Respiratory pathogen PCR,44311000284102,SCT
Respiratory pathogen PCR,44321000284106,SCT
Respiratory pathogen PCR,44331000284108,SCT
Respiratory pathogen PCR,44341000284101,SCT
Respiratory pathogen PCR,44351000284103,SCT
Respiratory pathogen PCR,44361000284100,SCT
Respiratory pathogen PCR,44371000284105,SCT
Respiratory pathogen PCR,44381000284107,SCT
Respiratory pathogen PCR,44391000284109,SCT
Respiratory pathogen PCR,44401000284107,SCT
Respiratory pathogen PCR,44411000284109,SCT
Respiratory pathogen PCR,44421000284100,SCT
Respiratory pathogen PCR,44431000284103,SCT
Respiratory pathogen PCR,44441000284105,SCT
Respiratory pathogen PCR,44451000284108,SCT
Respiratory pathogen PCR,44461000284106,SCT
Respiratory pathogen PCR,44471000284101,SCT
Respiratory pathogen PCR,44481000284104,SCT
Respiratory pathogen PCR,44491000284102,SCT
Respiratory pathogen PCR,44501000284106,SCT
Respiratory pathogen PCR,44511000284108,SCT
Respiratory pathogen PCR,44521000284104,SCT
Respiratory pathogen PCR,44531000284102,SCT
Respiratory pathogen PCR,44541000284109,SCT
Respiratory pathogen PCR,44551000284107,SCT
Respiratory pathogen PCR,44561000284105,SCT
Respiratory pathogen PCR,44571000284100,SCT
Respiratory pathogen PCR,44581000284103,SCT
Respiratory pathogen PCR,44591000284101,SCT
Respiratory pathogen PCR,44601000284105,SCT
Respiratory pathogen PCR,44611000284107,SCT
Respiratory pathogen PCR,44621000284103,SCT
Respiratory pathogen PCR,44631000284101,SCT
Respiratory pathogen PCR,44641000284108,SCT
Respiratory pathogen PCR,44651000284106,SCT
Respiratory pathogen PCR,44661000284109,SCT
Respiratory pathogen PCR,44671000284104,SCT
Respiratory pathogen PCR,44681000284102,SCT
Respiratory pathogen PCR,44691000284100,SCT
Respiratory pathogen PCR,44701000284100,SCT
Respiratory pathogen PCR,44711000284103,SCT
Respiratory pathogen PCR,44721000284107,SCT
Respiratory pathogen PCR,44731000284109,SCT
Respiratory pathogen PCR,44741000284102,SCT
Respiratory pathogen PCR,44751000284104,SCT
Results PLT196,3641000284100,SCT
Results PLT196,191000284100,SCT
Results PLT196,1441000284102,SCT
Results PLT196,1591000284106,SCT
Results PLT171,3641000284100,SCT
Results PLT171,2191000284105,SCT
Results PLT171,191000284100,SCT
Results PLT171,1441000284102,SCT
Results PLT171,1591000284106,SCT
Flu B lineage PCR,3641000284100,SCT
Flu B lineage PCR,2191000284105,SCT
Program list,1361000284107,SCT
Program list,1351000284109,SCT
Program list,443684005,SCT
Pre-screen results,191000284100,SCT
Pre-screen results,25801000284108,SCT
Pre-screen results,2491000284101,SCT
Pre-screen method,2501000284105,SCT
HAI results,3651000284102,SCT
Pyro results,1001000284105,SCT
Pyro results,1011000284107,SCT
Pyro results,861000284103,SCT
Pyro results,871000284108,SCT
Pyro results,891000284107,SCT
Pyro results,931000284104,SCT
Pyro results,941000284106,SCT
Pyro results,921000284101,SCT
Pyro results,911000284105,SCT
Pyro results,901000284108,SCT
Pyro results,1061000284109,SCT
Pyro results,1071000284104,SCT
Pyro results,1031000284101,SCT
Pyro results,1041000284108,SCT
SARS-CoV-2 variant lineage,44991000284108,SCT
SARS-CoV-2 variant lineage,44781000284108,SCT
SARS-CoV-2 variant lineage,45001000284103,SCT
SARS-CoV-2 variant lineage,45011000284101,SCT
SARS-CoV-2 variant lineage,45021000284105,SCT
SARS-CoV-2 variant lineage,45031000284107,SCT
SARS-CoV-2 variant lineage,45041000284100,SCT
SARS-CoV-2 variant lineage,44901000284103,SCT
SARS-CoV-2 variant lineage,44791000284105,SCT
SARS-CoV-2 variant lineage,45051000284102,SCT
SARS-CoV-2 variant lineage,45061000284104,SCT
SARS-CoV-2 variant lineage,45071000284109,SCT
SARS-CoV-2 variant lineage,45081000284106,SCT
SARS-CoV-2 variant lineage,45091000284108,SCT
SARS-CoV-2 variant lineage,45101000284102,SCT
SARS-CoV-2 variant lineage,45111000284100,SCT
SARS-CoV-2 variant lineage,45121000284109,SCT
SARS-CoV-2 variant lineage,43971000284106,SCT
SARS-CoV-2 variant lineage,45131000284106,SCT
SARS-CoV-2 variant lineage,45141000284104,SCT
SARS-CoV-2 variant lineage,44801000284109,SCT
SARS-CoV-2 variant lineage,45151000284101,SCT
SARS-CoV-2 variant lineage,45161000284103,SCT
SARS-CoV-2 variant lineage,45171000284108,SCT
SARS-CoV-2 variant lineage,45181000284105,SCT
SARS-CoV-2 variant lineage,45191000284107,SCT
SARS-CoV-2 variant lineage,45201000284109,SCT
SARS-CoV-2 variant lineage,45211000284106,SCT
SARS-CoV-2 variant lineage,45221000284102,SCT
SARS-CoV-2 variant lineage,45231000284100,SCT
SARS-CoV-2 variant lineage,45241000284107,SCT
SARS-CoV-2 variant lineage,45251000284105,SCT
SARS-CoV-2 variant lineage,45261000284108,SCT
SARS-CoV-2 variant lineage,45271000284103,SCT
SARS-CoV-2 variant lineage,45281000284101,SCT
SARS-CoV-2 variant lineage,45291000284104,SCT
SARS-CoV-2 variant lineage,45301000284100,SCT
SARS-CoV-2 variant lineage,45311000284103,SCT
SARS-CoV-2 variant lineage,45321000284107,SCT
SARS-CoV-2 variant lineage,45331000284109,SCT
SARS-CoV-2 variant lineage,45341000284102,SCT
SARS-CoV-2 variant lineage,45351000284104,SCT
SARS-CoV-2 variant lineage,45361000284101,SCT
SARS-CoV-2 variant lineage,45371000284106,SCT
SARS-CoV-2 variant lineage,45381000284108,SCT
SARS-CoV-2 variant lineage,45391000284105,SCT
SARS-CoV-2 variant lineage,45401000284108,SCT
SARS-CoV-2 variant lineage,45411000284105,SCT
SARS-CoV-2 variant lineage,45421000284101,SCT
SARS-CoV-2 variant lineage,45431000284104,SCT
SARS-CoV-2 variant lineage,45441000284106,SCT
SARS-CoV-2 variant lineage,45451000284109,SCT
SARS-CoV-2 variant lineage,45461000284107,SCT
SARS-CoV-2 variant lineage,45471000284102,SCT
SARS-CoV-2 variant lineage,45481000284100,SCT
SARS-CoV-2 variant lineage,45491000284103,SCT
SARS-CoV-2 variant lineage,45501000284107,SCT
SARS-CoV-2 variant lineage,45511000284109,SCT
SARS-CoV-2 variant lineage,45521000284100,SCT
SARS-CoV-2 variant lineage,45531000284103,SCT
SARS-CoV-2 variant lineage,44841000284107,SCT
SARS-CoV-2 variant lineage,45541000284105,SCT
SARS-CoV-2 variant lineage,43661000284106,SCT
SARS-CoV-2 variant lineage,45551000284108,SCT
SARS-CoV-2 variant lineage,45561000284106,SCT
SARS-CoV-2 variant lineage,45571000284101,SCT
SARS-CoV-2 variant lineage,45581000284104,SCT
SARS-CoV-2 variant lineage,45591000284102,SCT
SARS-CoV-2 variant lineage,45601000284106,SCT
SARS-CoV-2 variant lineage,45611000284108,SCT
SARS-CoV-2 variant lineage,45621000284104,SCT
SARS-CoV-2 variant lineage,45631000284102,SCT
SARS-CoV-2 variant lineage,45641000284109,SCT
SARS-CoV-2 variant lineage,45651000284107,SCT
SARS-CoV-2 variant lineage,45661000284105,SCT
SARS-CoV-2 variant lineage,45671000284100,SCT
SARS-CoV-2 variant lineage,45681000284103,SCT
SARS-CoV-2 variant lineage,45691000284101,SCT
SARS-CoV-2 variant lineage,44811000284106,SCT
SARS-CoV-2 variant lineage,45701000284101,SCT
SARS-CoV-2 variant lineage,45711000284104,SCT
SARS-CoV-2 variant lineage,45721000284108,SCT
SARS-CoV-2 variant lineage,44851000284105,SCT
SARS-CoV-2 variant lineage,45731000284105,SCT
SARS-CoV-2 variant lineage,45741000284103,SCT
SARS-CoV-2 variant lineage,45751000284100,SCT
SARS-CoV-2 variant lineage,44861000284108,SCT
SARS-CoV-2 variant lineage,45761000284102,SCT
SARS-CoV-2 variant lineage,45771000284107,SCT
SARS-CoV-2 variant lineage,44821000284102,SCT
SARS-CoV-2 variant lineage,45781000284109,SCT
SARS-CoV-2 variant lineage,45791000284106,SCT
SARS-CoV-2 variant lineage,45801000284105,SCT
SARS-CoV-2 variant lineage,45811000284107,SCT
SARS-CoV-2 variant lineage,45821000284103,SCT
SARS-CoV-2 variant lineage,45831000284101,SCT
SARS-CoV-2 variant lineage,45841000284108,SCT
SARS-CoV-2 variant lineage,45851000284106,SCT
SARS-CoV-2 variant lineage,45861000284109,SCT
SARS-CoV-2 variant lineage,45871000284104,SCT
SARS-CoV-2 variant lineage,45881000284102,SCT
SARS-CoV-2 variant lineage,45891000284100,SCT
SARS-CoV-2 variant lineage,45901000284104,SCT
SARS-CoV-2 variant lineage,43671000284101,SCT
SARS-CoV-2 variant lineage,43981000284108,SCT
SARS-CoV-2 variant lineage,43991000284105,SCT
SARS-CoV-2 variant lineage,44971000284109,SCT
SARS-CoV-2 variant lineage,45911000284102,SCT
SARS-CoV-2 variant lineage,45921000284106,SCT
SARS-CoV-2 variant lineage,45931000284108,SCT
SARS-CoV-2 variant lineage,45941000284101,SCT
SARS-CoV-2 variant lineage,45951000284103,SCT
SARS-CoV-2 variant lineage,45961000284100,SCT
SARS-CoV-2 variant lineage,45971000284105,SCT
SARS-CoV-2 variant lineage,45981000284107,SCT
SARS-CoV-2 variant lineage,45991000284109,SCT
SARS-CoV-2 variant lineage,46001000284108,SCT
SARS-CoV-2 variant lineage,46011000284105,SCT
SARS-CoV-2 variant lineage,46021000284101,SCT
SARS-CoV-2 variant lineage,46031000284104,SCT
SARS-CoV-2 variant lineage,46041000284106,SCT
SARS-CoV-2 variant lineage,46051000284109,SCT
SARS-CoV-2 variant lineage,46061000284107,SCT
SARS-CoV-2 variant lineage,46071000284102,SCT
SARS-CoV-2 variant lineage,46081000284100,SCT
SARS-CoV-2 variant lineage,46091000284103,SCT
SARS-CoV-2 variant lineage,46101000284109,SCT
SARS-CoV-2 variant lineage,46111000284106,SCT
SARS-CoV-2 variant lineage,46121000284102,SCT
SARS-CoV-2 variant lineage,46131000284100,SCT
SARS-CoV-2 variant lineage,46141000284107,SCT
SARS-CoV-2 variant lineage,46151000284105,SCT
SARS-CoV-2 variant lineage,46161000284108,SCT
SARS-CoV-2 variant lineage,46171000284103,SCT
SARS-CoV-2 variant lineage,43711000284100,SCT
SARS-CoV-2 variant lineage,43691000284102,SCT
SARS-CoV-2 variant lineage,44001000284102,SCT
SARS-CoV-2 variant lineage,46181000284101,SCT
SARS-CoV-2 variant lineage,46191000284104,SCT
SARS-CoV-2 variant lineage,46201000284102,SCT
SARS-CoV-2 variant lineage,46211000284100,SCT
SARS-CoV-2 variant lineage,46221000284109,SCT
SARS-CoV-2 variant lineage,46231000284106,SCT
SARS-CoV-2 variant lineage,46241000284104,SCT
SARS-CoV-2 variant lineage,46251000284101,SCT
SARS-CoV-2 variant lineage,46261000284103,SCT
SARS-CoV-2 variant lineage,46271000284108,SCT
SARS-CoV-2 variant lineage,46281000284105,SCT
SARS-CoV-2 variant lineage,46291000284107,SCT
SARS-CoV-2 variant lineage,46301000284106,SCT
SARS-CoV-2 variant lineage,46311000284108,SCT
SARS-CoV-2 variant lineage,46321000284104,SCT
SARS-CoV-2 variant lineage,44011000284100,SCT
SARS-CoV-2 variant lineage,43701000284102,SCT
SARS-CoV-2 variant lineage,44021000284109,SCT
SARS-CoV-2 variant lineage,44031000284106,SCT
SARS-CoV-2 variant lineage,44981000284106,SCT
SARS-CoV-2 variant lineage,46331000284102,SCT
SARS-CoV-2 variant lineage,46341000284109,SCT
SARS-CoV-2 variant lineage,46351000284107,SCT
SARS-CoV-2 variant lineage,46361000284105,SCT
SARS-CoV-2 variant lineage,46371000284100,SCT
SARS-CoV-2 variant lineage,46381000284103,SCT
SARS-CoV-2 variant lineage,46391000284101,SCT
SARS-CoV-2 variant lineage,46401000284103,SCT
SARS-CoV-2 variant lineage,46411000284101,SCT
SARS-CoV-2 variant lineage,46421000284105,SCT
SARS-CoV-2 variant lineage,46431000284107,SCT
SARS-CoV-2 variant lineage,46441000284100,SCT
SARS-CoV-2 variant lineage,46451000284102,SCT
SARS-CoV-2 variant lineage,44871000284103,SCT
SARS-CoV-2 variant lineage,46461000284104,SCT
SARS-CoV-2 variant lineage,46471000284109,SCT
SARS-CoV-2 variant lineage,46481000284106,SCT
SARS-CoV-2 variant lineage,46491000284108,SCT
SARS-CoV-2 variant lineage,46501000284104,SCT
SARS-CoV-2 variant lineage,46511000284102,SCT
SARS-CoV-2 variant lineage,46521000284106,SCT
SARS-CoV-2 variant lineage,46531000284108,SCT
SARS-CoV-2 variant lineage,46541000284101,SCT
SARS-CoV-2 variant lineage,44881000284101,SCT
SARS-CoV-2 variant lineage,46551000284103,SCT
SARS-CoV-2 variant lineage,46561000284100,SCT
SARS-CoV-2 variant lineage,46571000284105,SCT
SARS-CoV-2 variant lineage,46581000284107,SCT
SARS-CoV-2 variant lineage,46591000284109,SCT
SARS-CoV-2 variant lineage,46601000284100,SCT
SARS-CoV-2 variant lineage,46611000284103,SCT
SARS-CoV-2 variant lineage,44931000284107,SCT
SARS-CoV-2 variant lineage,44941000284100,SCT
SARS-CoV-2 variant lineage,44951000284102,SCT
SARS-CoV-2 variant lineage,44961000284104,SCT
SARS-CoV-2 variant lineage,46621000284107,SCT
SARS-CoV-2 variant lineage,46631000284109,SCT
SARS-CoV-2 variant lineage,46641000284102,SCT
SARS-CoV-2 variant lineage,44831000284100,SCT
SARS-CoV-2 variant lineage,46651000284104,SCT
SARS-CoV-2 variant lineage,46661000284101,SCT
SARS-CoV-2 variant lineage,46671000284106,SCT
SARS-CoV-2 variant lineage,46681000284108,SCT
SARS-CoV-2 variant lineage,46691000284105,SCT
SARS-CoV-2 variant lineage,46701000284105,SCT
SARS-CoV-2 variant lineage,46711000284107,SCT
SARS-CoV-2 variant lineage,46721000284103,SCT
SARS-CoV-2 variant lineage,46731000284101,SCT
SARS-CoV-2 variant lineage,43681000284104,SCT
SARS-CoV-2 variant lineage,44911000284101,SCT
SARS-CoV-2 variant lineage,43721000284109,SCT
SARS-CoV-2 variant lineage,44891000284104,SCT
